finding_id,rule_id,rule_name,standard,risk_score,risk_priority,irap_stars,irap_label,gap_start_sec,gap_end_sec,gap_duration_sec,estimated_gap_meters,position_start_meters,position_end_meters,trigger_class,trigger_confidence,recommended_action,track_id,status,score_breakdown,ai_recommendation,snapshot_path,hospital_zone
F-BFDEAEC1,R-07,Street Light Spacing Violation,SASO 2927:2019 (mandatory since September 2020),56,HIGH,2,High risk road,114.42,122.435,8.015,89.1,1271.33,1360.39,street_light,0.601,Install additional street light. Gap exceeds SASO 2927:2019 maximum 40m spacing for collector/arterial roads. Verify pole height and lux output meet ME-class illuminance requirements.,,PENDING_REVIEW,"{'raw_score': 56.0, 'final_score': 56, 'risk_priority': 'HIGH', 'irap_stars': 2, 'irap_label': 'High risk road', 'base_score': 35, 'confidence_factor': 1.0, 'zone_multiplier': 1.0, 'compound_factor': 1.6, 'trigger_confidence': 1.0, 'violation_count_in_zone': 5, 'zone_context': 'general_road'}","The road inspection AI has identified a high-severity safety issue involving street light spacing violations, with a risk score of 56 out of 100. Inadequate street lighting can significantly impair visibility for drivers and pedestrians, increasing the likelihood of accidents, particularly during nighttime or adverse weather conditions. It is crucial to address this issue promptly by evaluating the current street light placement and ensuring compliance with Saudi MOMAH and KSARAP standards for optimal illumination. Immediate corrective action is recommended to enhance road safety and reduce potential hazards in the affected area.",snapshots/F-BFDEAEC1.jpg,St. Jude Trauma Center
F-9662FF77,R-07,Street Light Spacing Violation,SASO 2927:2019 (mandatory since September 2020),56,HIGH,2,High risk road,122.435,130.755,8.32,92.4,1360.39,1452.83,street_light,0.6202,Install additional street light. Gap exceeds SASO 2927:2019 maximum 40m spacing for collector/arterial roads. Verify pole height and lux output meet ME-class illuminance requirements.,,PENDING_REVIEW,"{'raw_score': 56.0, 'final_score': 56, 'risk_priority': 'HIGH', 'irap_stars': 2, 'irap_label': 'High risk road', 'base_score': 35, 'confidence_factor': 1.0, 'zone_multiplier': 1.0, 'compound_factor': 1.6, 'trigger_confidence': 1.0, 'violation_count_in_zone': 5, 'zone_context': 'general_road'}","The AI inspection has identified a street light spacing violation with a high severity risk score of 56 out of 100. Inadequate street lighting can significantly impair visibility for drivers and pedestrians, increasing the likelihood of accidents, particularly during nighttime or adverse weather conditions. It is recommended that the spacing of the street lights be adjusted to comply with Saudi MOMAH and KSARAP standards to ensure uniform illumination and enhance road safety. This corrective action should be prioritized and implemented urgently to mitigate the potential risk of accidents in the affected area.",snapshots/F-9662FF77.jpg,St. Jude Trauma Center
F-E20E318A,R-14,Curbstone Marking Condition Issue,MOMAH General Specifications Guide for Road Construction and Structures | Saudi Highway Code SHC,0,LOW,5,Safe road,127.635,127.635,0.0,0.0,1418.17,1418.17,painting_of_curbstone,0.5832,"Inspect per the MOMAH General Specifications Guide for Road Construction. Curbstone markings must be weather-resistant, durable under Saudi climatic conditions, and retroreflective using glass beads for night visibility. Faded, chipped, or missing curbstone paint must be repainted to restore road boundary clarity and traffic safety. Coordinate with the local municipality maintenance department for repainting works.",2016.0,PENDING_REVIEW,"{'raw_score': 0.0, 'final_score': 0, 'risk_priority': 'LOW', 'irap_stars': 5, 'irap_label': 'Safe road', 'base_score': 0, 'confidence_factor': 1.0, 'zone_multiplier': 1.0, 'compound_factor': 1.0, 'trigger_confidence': 1.0, 'violation_count_in_zone': 1, 'zone_context': 'general_road'}","The road inspection AI has identified a curbstone marking condition issue, which, although currently assessed with a low severity and risk score, could potentially lead to reduced visibility for drivers, particularly in low-light conditions or adverse weather. This may increase the risk of vehicles inadvertently mounting the curb, posing a hazard to both pedestrians and vehicles. It is recommended to schedule routine maintenance to repaint the curbstone markings to ensure they remain clearly visible. Given the low severity, this corrective action can be prioritized as part of regular maintenance activities rather than requiring immediate attention.",snapshots/F-E20E318A.jpg,St. Jude Trauma Center
F-B92CBC77,R-09,Manhole Cover Infrastructure Issue,MOMAH General Specifications for Urban Roads Construction | Saudi Highway Code SHC,50,HIGH,2,High risk road,128.82,128.82,0.0,0.0,1431.33,1431.33,manholes,0.6822,Inspect per MOMAH General Specifications for Urban Roads Construction. Manhole covers must be flush with the pavement surface — protruding or sunken covers are classified as significant road hazards. Covers must have anti-slip properties and withstand applicable traffic load categories. Report to the relevant utility authority for immediate inspection and rectification.,2071.0,PENDING_REVIEW,"{'raw_score': 50.0, 'final_score': 50, 'risk_priority': 'HIGH', 'irap_stars': 2, 'irap_label': 'High risk road', 'base_score': 50, 'confidence_factor': 1.0, 'zone_multiplier': 1.0, 'compound_factor': 1.0, 'trigger_confidence': 1.0, 'violation_count_in_zone': 1, 'zone_context': 'general_road'}","The road inspection AI has identified a high-severity safety issue concerning manhole cover infrastructure. This issue poses a significant risk to road users, as improperly secured or damaged manhole covers can lead to accidents, vehicle damage, and potential injuries. Immediate corrective action is required to inspect and secure or replace the affected manhole covers to ensure they meet safety standards. Given the high risk score of 50, this matter should be addressed urgently to prevent potential hazards and maintain road safety.",snapshots/F-B92CBC77.jpg,St. Jude Trauma Center
F-5324E62B,R-09,Manhole Cover Infrastructure Issue,MOMAH General Specifications for Urban Roads Construction | Saudi Highway Code SHC,50,HIGH,2,High risk road,129.155,129.155,0.0,0.0,1435.06,1435.06,manholes,0.6697,Inspect per MOMAH General Specifications for Urban Roads Construction. Manhole covers must be flush with the pavement surface — protruding or sunken covers are classified as significant road hazards. Covers must have anti-slip properties and withstand applicable traffic load categories. Report to the relevant utility authority for immediate inspection and rectification.,2121.0,PENDING_REVIEW,"{'raw_score': 50.0, 'final_score': 50, 'risk_priority': 'HIGH', 'irap_stars': 2, 'irap_label': 'High risk road', 'base_score': 50, 'confidence_factor': 1.0, 'zone_multiplier': 1.0, 'compound_factor': 1.0, 'trigger_confidence': 1.0, 'violation_count_in_zone': 1, 'zone_context': 'general_road'}","The AI inspection has identified a high-severity issue with the manhole cover infrastructure, which poses a significant safety risk to road users. Manhole covers that are damaged, misaligned, or missing can lead to vehicle damage, loss of control, and potential accidents, especially for two-wheeled vehicles. It is imperative to conduct an immediate on-site inspection to assess the condition of the manhole covers and implement corrective actions, such as repair or replacement, to mitigate the risk and ensure road safety. Given the high-risk score, this issue requires urgent attention to prevent potential hazards and maintain compliance with Saudi MOMAH and KSARAP standards.",snapshots/F-5324E62B.jpg,St. Jude Trauma Center
F-93015FC5,R-07,Street Light Spacing Violation,SASO 2927:2019 (mandatory since September 2020),56,HIGH,2,High risk road,130.755,135.205,4.45,49.4,1452.83,1502.28,street_light,0.6909,Install additional street light. Gap exceeds SASO 2927:2019 maximum 40m spacing for collector/arterial roads. Verify pole height and lux output meet ME-class illuminance requirements.,,PENDING_REVIEW,"{'raw_score': 56.0, 'final_score': 56, 'risk_priority': 'HIGH', 'irap_stars': 2, 'irap_label': 'High risk road', 'base_score': 35, 'confidence_factor': 1.0, 'zone_multiplier': 1.0, 'compound_factor': 1.6, 'trigger_confidence': 1.0, 'violation_count_in_zone': 6, 'zone_context': 'general_road'}","The AI inspection has identified a street light spacing violation, classified as a high-severity issue with a risk score of 56 out of 100. Inadequate street lighting can significantly impair visibility for drivers and pedestrians, increasing the risk of accidents, especially during nighttime or adverse weather conditions. It is recommended to conduct an immediate assessment of the current street light placement and ensure compliance with the Saudi MOMAH and KSARAP standards by adjusting the spacing to enhance visibility and safety. Prompt corrective action is essential to mitigate potential hazards and improve road safety in the affected area.",snapshots/F-93015FC5.jpg,St. Jude Trauma Center
F-D011C83C,R-07,Street Light Spacing Violation,SASO 2927:2019 (mandatory since September 2020),56,HIGH,2,High risk road,135.205,139.905,4.7,52.2,1502.28,1554.5,street_light,0.6892,Install additional street light. Gap exceeds SASO 2927:2019 maximum 40m spacing for collector/arterial roads. Verify pole height and lux output meet ME-class illuminance requirements.,,CONFIRMED,"{'raw_score': 56.0, 'final_score': 56, 'risk_priority': 'HIGH', 'irap_stars': 2, 'irap_label': 'High risk road', 'base_score': 35, 'confidence_factor': 1.0, 'zone_multiplier': 1.0, 'compound_factor': 1.6, 'trigger_confidence': 1.0, 'violation_count_in_zone': 5, 'zone_context': 'general_road'}","The road inspection AI has identified a street light spacing violation, which poses a high safety risk due to insufficient lighting coverage on the roadway. This can lead to reduced visibility for drivers, increasing the likelihood of accidents, particularly during nighttime or adverse weather conditions. It is recommended to immediately assess and adjust the spacing of the street lights to ensure uniform illumination according to the Saudi MOMAH and KSARAP standards. Prompt corrective action is crucial to enhance road safety and prevent potential hazards.",snapshots/F-D011C83C.jpg,St. Jude Trauma Center
F-D72AEB5E,R-09,Manhole Cover Infrastructure Issue,MOMAH General Specifications for Urban Roads Construction | Saudi Highway Code SHC,50,HIGH,2,High risk road,139.205,139.205,0.0,0.0,1546.72,1546.72,manholes,0.6494,Inspect per MOMAH General Specifications for Urban Roads Construction. Manhole covers must be flush with the pavement surface — protruding or sunken covers are classified as significant road hazards. Covers must have anti-slip properties and withstand applicable traffic load categories. Report to the relevant utility authority for immediate inspection and rectification.,2408.0,PENDING_REVIEW,"{'raw_score': 50.0, 'final_score': 50, 'risk_priority': 'HIGH', 'irap_stars': 2, 'irap_label': 'High risk road', 'base_score': 50, 'confidence_factor': 1.0, 'zone_multiplier': 1.0, 'compound_factor': 1.0, 'trigger_confidence': 1.0, 'violation_count_in_zone': 1, 'zone_context': 'general_road'}","The road inspection AI has identified a high-severity issue with manhole cover infrastructure, which poses a significant safety risk to road users. Manhole covers that are damaged, misaligned, or missing can lead to vehicle damage, loss of control, and potential accidents, especially at night or in adverse weather conditions. It is imperative to conduct an immediate on-site inspection to assess the condition of the manhole covers and implement corrective actions, such as repair or replacement, to ensure road safety and prevent accidents. Given the high risk score, this issue should be addressed with urgency to maintain compliance with Saudi MOMAH and KSARAP standards.",snapshots/F-D72AEB5E.jpg,St. Jude Trauma Center
F-FED2A910,R-07,Street Light Spacing Violation,SASO 2927:2019 (mandatory since September 2020),56,HIGH,2,High risk road,142.405,148.59,6.185,68.7,1582.28,1651.0,street_light,0.695,Install additional street light. Gap exceeds SASO 2927:2019 maximum 40m spacing for collector/arterial roads. Verify pole height and lux output meet ME-class illuminance requirements.,,PENDING_REVIEW,"{'raw_score': 56.0, 'final_score': 56, 'risk_priority': 'HIGH', 'irap_stars': 2, 'irap_label': 'High risk road', 'base_score': 35, 'confidence_factor': 1.0, 'zone_multiplier': 1.0, 'compound_factor': 1.6, 'trigger_confidence': 1.0, 'violation_count_in_zone': 6, 'zone_context': 'general_road'}","The road inspection AI has identified a high-severity street light spacing violation, posing a significant safety risk due to inadequate illumination, which can lead to reduced visibility for drivers and pedestrians, increasing the likelihood of accidents. To mitigate this risk, it is imperative to reassess and adjust the spacing of the street lights in accordance with Saudi MOMAH and KSARAP standards to ensure uniform and sufficient lighting coverage. Immediate corrective action is recommended to enhance road safety and prevent potential incidents, as the current risk score of 56 indicates a moderate level of urgency.",snapshots/F-FED2A910.jpg,St. Jude Trauma Center
F-7F7DCF86,R-11,Damaged Commercial Signage — Municipal Compliance Violation,MOMAH Regulatory Guide for Commercial Signage (Balady Platform),0,LOW,5,Safe road,143.54,143.54,0.0,0.0,1594.89,1594.89,damaged_commercial_stores_signage,0.4454,Report under the MOMAH Regulatory Guide for Commercial Signage. Business owners are legally required to maintain commercial signage in good condition and remove any expired or damaged signs immediately. Notify the commercial property owner to repair or remove the damaged signage. Non-compliance may result in municipal penalties enforced via the Balady platform.,2511.0,PENDING_REVIEW,"{'raw_score': 0.0, 'final_score': 0, 'risk_priority': 'LOW', 'irap_stars': 5, 'irap_label': 'Safe road', 'base_score': 0, 'confidence_factor': 1.0, 'zone_multiplier': 1.0, 'compound_factor': 1.0, 'trigger_confidence': 1.0, 'violation_count_in_zone': 1, 'zone_context': 'general_road'}","The road inspection AI has identified a damaged commercial signage, which is a municipal compliance violation. While the severity is low and the risk score is 0, damaged signage can still pose a safety risk by distracting drivers or failing to provide necessary information, potentially leading to confusion or accidents. It is recommended to repair or replace the damaged signage to ensure clear and effective communication with road users. Although the urgency is low, addressing this issue promptly will help maintain compliance and prevent any potential escalation of risk.",snapshots/F-7F7DCF86.jpg,St. Jude Trauma Center
F-F8CF284D,R-07,Street Light Spacing Violation,SASO 2927:2019 (mandatory since September 2020),56,HIGH,2,High risk road,148.59,152.37,3.78,42.0,1651.0,1693.0,street_light,0.6535,Install additional street light. Gap exceeds SASO 2927:2019 maximum 40m spacing for collector/arterial roads. Verify pole height and lux output meet ME-class illuminance requirements.,,PENDING_REVIEW,"{'raw_score': 56.0, 'final_score': 56, 'risk_priority': 'HIGH', 'irap_stars': 2, 'irap_label': 'High risk road', 'base_score': 35, 'confidence_factor': 1.0, 'zone_multiplier': 1.0, 'compound_factor': 1.6, 'trigger_confidence': 1.0, 'violation_count_in_zone': 6, 'zone_context': 'general_road'}","The road inspection AI has identified a high-severity safety issue concerning street light spacing violations, with a risk score of 56 out of 100. Inadequate street lighting can significantly compromise visibility for drivers and pedestrians, increasing the likelihood of accidents, particularly during nighttime or adverse weather conditions. It is crucial to conduct an immediate assessment of the current street light spacing and adjust it to meet the KSARAP standards to ensure optimal illumination and enhance road safety. Prompt corrective action is recommended to mitigate potential risks and improve overall traffic safety.",snapshots/F-F8CF284D.jpg,St. Jude Trauma Center
F-C011ABE8,R-01,Road Surface Defect — Pothole Detected,MOMAH General Specifications for Urban Roads Construction | Saudi Highway Code SHC | Roads General Authority (RGA) Maintenance Obligations,50,HIGH,2,High risk road,152.535,152.535,0.0,0.0,1694.83,1694.83,potholes,0.8252,Report via the Balady platform (balady.gov.sa) under MOMAH General Specifications for Urban Roads Construction. The responsible municipality or contracted maintenance entity is legally obligated to inspect and repair the road surface defect. Unaddressed potholes causing vehicle damage or accidents may result in legal liability for the contractor or municipal authority under Saudi law. Commission immediate pavement assessment and schedule urgent repair works.,2986.0,PENDING_REVIEW,"{'raw_score': 50.0, 'final_score': 50, 'risk_priority': 'HIGH', 'irap_stars': 2, 'irap_label': 'High risk road', 'base_score': 50, 'confidence_factor': 1.0, 'zone_multiplier': 1.0, 'compound_factor': 1.0, 'trigger_confidence': 1.0, 'violation_count_in_zone': 1, 'zone_context': 'general_road'}","The AI inspection has identified a high-severity road surface defect in the form of a pothole, which poses a significant safety risk to vehicles and pedestrians due to potential damage to vehicles, loss of control, and increased accident likelihood. Given the risk score of 50 out of 100, immediate corrective action is recommended to prevent further deterioration and ensure road safety. It is advised to prioritize the repair of this pothole through prompt patching or resurfacing to maintain the integrity of the road surface and safeguard all road users. Immediate attention to this issue will help mitigate the risk of accidents and vehicle damage.",snapshots/F-C011ABE8.jpg,St. Jude Trauma Center
F-7548A601,R-07,Street Light Spacing Violation,SASO 2927:2019 (mandatory since September 2020),56,HIGH,2,High risk road,155.505,159.205,3.7,41.1,1727.83,1768.94,street_light,0.6563,Install additional street light. Gap exceeds SASO 2927:2019 maximum 40m spacing for collector/arterial roads. Verify pole height and lux output meet ME-class illuminance requirements.,,PENDING_REVIEW,"{'raw_score': 56.0, 'final_score': 56, 'risk_priority': 'HIGH', 'irap_stars': 2, 'irap_label': 'High risk road', 'base_score': 35, 'confidence_factor': 1.0, 'zone_multiplier': 1.0, 'compound_factor': 1.6, 'trigger_confidence': 1.0, 'violation_count_in_zone': 5, 'zone_context': 'general_road'}","The road inspection AI has identified a street light spacing violation, which poses a high-severity safety risk with a risk score of 56 out of 100. Inadequate street lighting can significantly impair visibility for drivers and pedestrians, increasing the likelihood of accidents, particularly during nighttime or adverse weather conditions. It is recommended to conduct an immediate assessment of the existing street light arrangement and adjust the spacing to comply with Saudi MOMAH and KSARAP standards. Prompt corrective action is necessary to enhance road safety and prevent potential incidents.",snapshots/F-7548A601.jpg,St. Jude Trauma Center
F-6D3213D5,R-07,Street Light Spacing Violation,SASO 2927:2019 (mandatory since September 2020),56,HIGH,2,High risk road,159.205,167.535,8.33,92.6,1768.94,1861.5,street_light,0.5925,Install additional street light. Gap exceeds SASO 2927:2019 maximum 40m spacing for collector/arterial roads. Verify pole height and lux output meet ME-class illuminance requirements.,,PENDING_REVIEW,"{'raw_score': 56.0, 'final_score': 56, 'risk_priority': 'HIGH', 'irap_stars': 2, 'irap_label': 'High risk road', 'base_score': 35, 'confidence_factor': 1.0, 'zone_multiplier': 1.0, 'compound_factor': 1.6, 'trigger_confidence': 1.0, 'violation_count_in_zone': 6, 'zone_context': 'general_road'}","The road inspection AI has identified a street light spacing violation, which is a significant safety risk due to inadequate illumination, potentially leading to decreased visibility for drivers and pedestrians, especially at night. This can increase the likelihood of accidents and reduce overall road safety. It is imperative to conduct an immediate review of the current street light placement and adjust the spacing to comply with Saudi MOMAH and KSARAP standards. Prompt corrective action is necessary to ensure the area is adequately lit, thereby enhancing safety and reducing the risk of incidents.",snapshots/F-6D3213D5.jpg,St. Jude Trauma Center
F-F742D9A0,R-07,Street Light Spacing Violation,SASO 2927:2019 (mandatory since September 2020),56,HIGH,2,High risk road,170.82,177.24,6.42,71.3,1898.0,1969.33,street_light,0.6418,Install additional street light. Gap exceeds SASO 2927:2019 maximum 40m spacing for collector/arterial roads. Verify pole height and lux output meet ME-class illuminance requirements.,,PENDING_REVIEW,"{'raw_score': 56.0, 'final_score': 56, 'risk_priority': 'HIGH', 'irap_stars': 2, 'irap_label': 'High risk road', 'base_score': 35, 'confidence_factor': 1.0, 'zone_multiplier': 1.0, 'compound_factor': 1.6, 'trigger_confidence': 1.0, 'violation_count_in_zone': 5, 'zone_context': 'general_road'}","The road inspection AI has identified a street light spacing violation, which poses a high-severity safety risk due to inadequate illumination that can impair driver visibility and increase the likelihood of accidents, particularly during nighttime or adverse weather conditions. The risk score of 56 out of 100 underscores the need for immediate attention. It is recommended to conduct a thorough assessment of the current lighting layout and adjust the spacing to comply with Saudi MOMAH and KSARAP standards to ensure optimal visibility and safety for all road users. Prompt corrective action is essential to mitigate potential hazards and enhance road safety.",snapshots/F-F742D9A0.jpg,St. Jude Trauma Center
F-B3BF49CA,R-07,Street Light Spacing Violation,SASO 2927:2019 (mandatory since September 2020),56,HIGH,2,High risk road,177.24,183.355,6.115,67.9,1969.33,2037.28,street_light,0.632,Install additional street light. Gap exceeds SASO 2927:2019 maximum 40m spacing for collector/arterial roads. Verify pole height and lux output meet ME-class illuminance requirements.,,PENDING_REVIEW,"{'raw_score': 56.0, 'final_score': 56, 'risk_priority': 'HIGH', 'irap_stars': 2, 'irap_label': 'High risk road', 'base_score': 35, 'confidence_factor': 1.0, 'zone_multiplier': 1.0, 'compound_factor': 1.6, 'trigger_confidence': 1.0, 'violation_count_in_zone': 4, 'zone_context': 'general_road'}","The AI inspection has identified a street light spacing violation, which poses a significant safety risk due to inadequate illumination on the roadway, potentially leading to increased accident rates, especially during nighttime or adverse weather conditions. This issue, with a high severity and a risk score of 56, necessitates immediate attention to ensure compliance with Saudi MOMAH and KSARAP standards. It is recommended to conduct a thorough review of the current street light placement and adjust the spacing to meet the required standards, thereby enhancing visibility and safety for all road users. Prompt corrective action is crucial to mitigate the risk and ensure public safety.",snapshots/F-B3BF49CA.jpg,St. Jude Trauma Center
F-D76834C7,R-13,Construction Site Safety Non-Compliance,MOMAH Guide for Fencing Construction Sites | MOMAH Covering Buildings Under Construction Guidelines,50,HIGH,2,High risk road,182.69,182.69,0.0,0.0,2029.89,2029.89,buildings_under_construction,0.3239,"Inspect per the MOMAH Guide for Fencing Construction Sites. Mandatory requirements include: proper hoarding or fencing around the full perimeter, high-visibility reflective warning and directional signage, and an alternative safe pedestrian path if the sidewalk is blocked. Violations can result in financial penalties and suspension of the project license. Report to the local municipality (Amanah) for enforcement action.",3338.0,PENDING_REVIEW,"{'raw_score': 50.0, 'final_score': 50, 'risk_priority': 'HIGH', 'irap_stars': 2, 'irap_label': 'High risk road', 'base_score': 50, 'confidence_factor': 1.0, 'zone_multiplier': 1.0, 'compound_factor': 1.0, 'trigger_confidence': 1.0, 'violation_count_in_zone': 1, 'zone_context': 'general_road'}","The road inspection AI has identified a high-severity safety issue related to non-compliance at a construction site involving buildings under construction. This poses a significant risk to road users due to potential debris or equipment encroaching onto the roadway, which could lead to accidents or disruptions. Immediate corrective action is required to ensure the construction site adheres to safety standards, including securing barriers and clear signage to prevent any interference with traffic. It is urgent that these measures are implemented promptly to mitigate any hazards and ensure the safety of all road users.",snapshots/F-D76834C7.jpg,St. Jude Trauma Center
F-A81D9FD7,R-05,Waste Accumulation on Public Road or Pavement,MOMAH Waste Management Law | Municipal Violations Penalty Regulations | Balady Platform Enforcement,0,LOW,5,Safe road,185.775,185.775,0.0,0.0,2064.17,2064.17,waste_accumulation,0.674,"Report under the MOMAH Waste Management Law and Municipal Violations Penalty Regulations. Improper waste disposal and littering on public roads or pavements carries fines of SAR 200–1,000 per incident, with escalating penalties for repeat violations. Schedule a municipal cleaning operation and issue compliance notices to responsible parties. Municipalities have authority to disconnect utility services for sites failing to correct major violations. Report via the Balady platform or Mumtathil enforcement portal.",3369.0,PENDING_REVIEW,"{'raw_score': 0.0, 'final_score': 0, 'risk_priority': 'LOW', 'irap_stars': 5, 'irap_label': 'Safe road', 'base_score': 0, 'confidence_factor': 1.0, 'zone_multiplier': 1.0, 'compound_factor': 1.0, 'trigger_confidence': 1.0, 'violation_count_in_zone': 1, 'zone_context': 'general_road'}","The road inspection AI has identified waste accumulation on a public road or pavement, which, although currently assessed with a low severity and risk score, can pose a safety risk by obstructing pedestrian pathways and potentially leading to accidents or injuries. Accumulated waste can also degrade the road surface over time and create an unsightly environment, detracting from community aesthetics and cleanliness. It is recommended to schedule regular waste clearance and maintenance checks to prevent any escalation of risk. Addressing this issue promptly will ensure the continued safety and accessibility of the road for all users.",snapshots/F-A81D9FD7.jpg,St. Jude Trauma Center
F-043C70F1,R-07,Street Light Spacing Violation,SASO 2927:2019 (mandatory since September 2020),56,HIGH,2,High risk road,185.99,189.67,3.68,40.9,2066.56,2107.44,street_light,0.6877,Install additional street light. Gap exceeds SASO 2927:2019 maximum 40m spacing for collector/arterial roads. Verify pole height and lux output meet ME-class illuminance requirements.,,PENDING_REVIEW,"{'raw_score': 56.0, 'final_score': 56, 'risk_priority': 'HIGH', 'irap_stars': 2, 'irap_label': 'High risk road', 'base_score': 35, 'confidence_factor': 1.0, 'zone_multiplier': 1.0, 'compound_factor': 1.6, 'trigger_confidence': 1.0, 'violation_count_in_zone': 4, 'zone_context': 'general_road'}","The road inspection AI has identified a street light spacing violation, which poses a significant safety risk due to inadequate illumination, potentially leading to reduced visibility for drivers and increased likelihood of accidents, particularly during nighttime or adverse weather conditions. This issue has been assigned a high severity level with a risk score of 56 out of 100, indicating a pressing need for corrective action. It is recommended that the spacing of street lights be adjusted to comply with Saudi MOMAH and KSARAP standards to ensure consistent and adequate lighting across the affected area. Immediate attention is required to rectify this issue to enhance road safety and prevent potential accidents.",snapshots/F-043C70F1.jpg,St. Jude Trauma Center
F-ADBA00CC,R-09,Manhole Cover Infrastructure Issue,MOMAH General Specifications for Urban Roads Construction | Saudi Highway Code SHC,50,HIGH,2,High risk road,186.425,186.425,0.0,0.0,2071.39,2071.39,manholes,0.6671,Inspect per MOMAH General Specifications for Urban Roads Construction. Manhole covers must be flush with the pavement surface — protruding or sunken covers are classified as significant road hazards. Covers must have anti-slip properties and withstand applicable traffic load categories. Report to the relevant utility authority for immediate inspection and rectification.,3417.0,PENDING_REVIEW,"{'raw_score': 50.0, 'final_score': 50, 'risk_priority': 'HIGH', 'irap_stars': 2, 'irap_label': 'High risk road', 'base_score': 50, 'confidence_factor': 1.0, 'zone_multiplier': 1.0, 'compound_factor': 1.0, 'trigger_confidence': 1.0, 'violation_count_in_zone': 1, 'zone_context': 'general_road'}","The AI inspection has identified a high-severity issue with a manhole cover, posing a significant safety risk to road users. A compromised or improperly secured manhole cover can lead to vehicle damage, loss of control, or accidents, particularly for two-wheeled vehicles. Immediate corrective action is required to secure or replace the manhole cover to prevent potential hazards. Given the risk score of 50 out of 100, it is crucial to address this issue urgently to ensure road safety and compliance with Saudi MOMAH and KSARAP standards.",snapshots/F-ADBA00CC.jpg,St. Jude Trauma Center
F-B56277D6,R-09,Manhole Cover Infrastructure Issue,MOMAH General Specifications for Urban Roads Construction | Saudi Highway Code SHC,50,HIGH,2,High risk road,190.44,190.44,0.0,0.0,2116.0,2116.0,manholes,0.5479,Inspect per MOMAH General Specifications for Urban Roads Construction. Manhole covers must be flush with the pavement surface — protruding or sunken covers are classified as significant road hazards. Covers must have anti-slip properties and withstand applicable traffic load categories. Report to the relevant utility authority for immediate inspection and rectification.,3633.0,PENDING_REVIEW,"{'raw_score': 50.0, 'final_score': 50, 'risk_priority': 'HIGH', 'irap_stars': 2, 'irap_label': 'High risk road', 'base_score': 50, 'confidence_factor': 1.0, 'zone_multiplier': 1.0, 'compound_factor': 1.0, 'trigger_confidence': 1.0, 'violation_count_in_zone': 1, 'zone_context': 'general_road'}","The road inspection AI has identified a high-severity safety issue concerning a manhole cover infrastructure problem, which poses a significant risk to road users. This issue is critical as it can lead to accidents, vehicle damage, and potential injuries if not addressed promptly. It is recommended that immediate action be taken to inspect and secure the manhole cover, ensuring it is properly aligned and stable to prevent any hazards. Given the high-risk score of 50/100, this corrective action should be prioritized to maintain road safety and compliance with Saudi MOMAH and KSARAP standards.",snapshots/F-B56277D6.jpg,St. Jude Trauma Center
F-98DEABE2,R-06,Damaged or Abandoned Vehicle — Road Obstruction,MOMAH Municipal Regulations on Abandoned Vehicles | Saudi Traffic Law (Moroor) | Absher Platform Enforcement,50,HIGH,2,High risk road,191.79,191.79,0.0,0.0,2131.0,2131.0,damaged_vehicle_on_road,0.3611,"Report per MOMAH municipal regulations on abandoned vehicles. Vehicles left on public roads for more than seven days are subject to impoundment by municipal or traffic authorities (Moroor). Owner is notified via Absher platform. If the vehicle is causing active road obstruction or safety hazard, contact Moroor (911) for immediate removal. Vehicle owner is liable for towing and storage fees plus applicable traffic violation fines. Ensure the scene is marked with warning signs until the obstruction is cleared.",3773.0,PENDING_REVIEW,"{'raw_score': 50.0, 'final_score': 50, 'risk_priority': 'HIGH', 'irap_stars': 2, 'irap_label': 'High risk road', 'base_score': 50, 'confidence_factor': 1.0, 'zone_multiplier': 1.0, 'compound_factor': 1.0, 'trigger_confidence': 1.0, 'violation_count_in_zone': 1, 'zone_context': 'general_road'}","The AI inspection has identified a damaged or abandoned vehicle obstructing the road, classified as a high-severity safety risk with a risk score of 50 out of 100. Such obstructions can lead to sudden traffic disruptions, increase the likelihood of collisions, and pose significant hazards to both drivers and pedestrians. It is imperative to promptly remove the vehicle to restore safe traffic flow and prevent potential accidents. Immediate coordination with local towing services and law enforcement is recommended to address this issue urgently and ensure compliance with Saudi MOMAH and KSARAP standards.",snapshots/F-98DEABE2.jpg,St. Jude Trauma Center
